start,speaker,,text
6713.22,2,,"Дело не в том, что это случайно."
6718.666,2,,"Это то, что это будет справедливо по отношению к всем игрокам."
6726.897,1,,"В этом нет алгоритма, который позволит им несправедливо выиграть игру, поэтому все находятся в равных."
6729.895,1,,"И пока это непредсказуемо, не имеет значения, используете ли вы цифры PI"
6731.319,1,,или катание намирают.
6732.482,1,,"Таким образом, оба имеют правильное свойство, и правильные свойства заключаются в том, что они производят число, в данном случае, от одного до шести, примерно одинаково, поэтому нет способа предсказать его."
6738.143,1,,"Так что, может быть, я был неправ, чтобы сказать вероятность, но вы говорите, что это не случайно."
6743.849,1,,"И я предполагаю, что вы имеете в виду случайное в смысле стохастичности здесь."
6750.675,1,,Да.
6751.997,2,,ХОРОШО.
6761.71,2,,"Так что теперь интересно, опять же, задать мои вопросы, мне нужно сделать немного настройки, чтобы дать вам некоторую справочную информацию."
6765.895,2,,"Интересно, что слово, вероятно, если вы вернетесь достаточно далеко, оно вернется довольно далеко,"
6768.257,2,,"Ну, даже если это всего лишь один из ста, это все еще ошеломляет."
6770.098,2,,На самом деле имел несколько иное оригинальное значение.
6775.202,2,,"По крайней мере, по словам Оксфордского словаря, я смотрю в этимологии в нем, он утверждает, что на старом французском языке он поступил из латинской вероятности,"
6782.275,1,,"и это происходит от латинского Prober, что означает тестировать или продемонстрировать, и является тем же корнем, что и зонд."
6792.268,1,,"По -видимому, возвращается достаточно далеко,"
6795.773,2,,"Может быть, даже за пределами английского языка, первоначальное значение, чтобы сказать, что это, вероятно, верно, эта теория вероятно, означала бы что -то более совместимое с критическим рационализмом."
6797.361,2,,"Это была бы идея, что теория была вероятной."
6811.922,2,,бык.
6825.413,2,,"И, следовательно, это означает, что это могло быть и было тесно проверено."
6829.358,2,,Да.
6839.597,2,,Хорошо.
6849.383,2,,"Где -то там, на среднем английском языке, слово стало означать достойно веры, что, как я подозреваю, вы возьмете"
6855.43,2,,"С большей проблемой, но мы могли бы разумно принять это, чтобы означать что -то вроде достойного предварительного принятия в качестве наилучшего объяснения из -за того, что мы исследовали его, и это единственное сохранившее объяснение."
6860.023,2,,Хорошо.
6864.587,1,,Да.
6876.139,1,,Так что мы до сих пор в порядке.
6878.007,1,,"Теперь, очевидно, слова изменяют значение с течением времени или даже имеют несколько разных целей на одном языке одновременно."
6880.61,1,,"Если бы кто -то пришел ко мне, и они были, скажем, английский как второй язык, и он, как, посмотрите, у меня есть эта концепция, и я хочу поговорить о"
6891.623,2,,"Каково это то, где вы бросаете кубик, а вы играете в азартные игры, и есть этот процесс, и вы не можете предсказать его, и он одинаково распределен."
6903.88,2,,Как бы я назвал это на английском языке?
6909.344,2,,Ага.
6910.745,1,,"И я абсолютно сказал бы, что это называется вероятностью на английском языке."
6912.306,1,,Хорошо.
6917.529,2,,Или это называлось случайностью на английском языке.
6921.974,2,,И я бы сказал это.
6924.696,2,,"Это не то, что вы, кажется, имеете в виду в этом случае, когда говорите о стохастичности."
6926.979,2,,"Ну, даже если это всего лишь один из ста, это все еще ошеломляет."
6929.201,2,,"Я просто хочу, чтобы вы объяснили, что вы на самом деле концептуально думаете об этом ином."
6936.038,2,,"Я имею в виду, что подмирается, чтобы быть справедливым, и процесс катания его справедливым, так это то, что это и справедливо"
6937.72,2,,игрокам и непредсказуемым им.
6940.863,2,,"Это все, что я имею в виду."
6942.044,2,,Так где же появится вероятность?
6944.526,2,,"Ну, мы не можем"
6960.336,2,,"Сделайте модель, математическую модель быть справедливым по отношению к людям."
6971.71,2,,Потому что это все о их процессе принятия решений и может ли их процесс зависеть от свойств матрица различными способами.
6972.49,2,,"Я думаю, что это было из -за того, что я думаю, вы, возможно, выпили это, но это было пару лет назад, по крайней мере, я думаю."
6972.871,2,,"Итак, есть хитрость"
6973.591,2,,"Это было изобретено, может быть, Кардано или что -то в шестнадцатом веке или Лаплас чуть позже, где мы говорим"
6978.113,2,,"Мы не можем верно моделировать это, но мы можем сделать, мы можем утверждать, что при принятии решений о том, как делать ставки,"
6981.095,1,,"Мы бы приняли те же решения, если бы подумали, что умирание и его прокатывание было стохастическим процессом."
6983.908,1,,"Итак, представьте модель, в которой краситель случайный."
6988.077,1,,Его поведение является стохастическим процессом.
6989.94,1,,"Рассчитайте, как вы должны поспорить, вы знаете, если вы ставите на внутреннюю прямую или что -то в этом роде, и"
6994.93,1,,"Тогда у нас есть аргумент, что это будет то же самое, ответ был бы таким же, как и если бы мы могли фактически моделировать игроков и их процессы принятия решений."
7006.761,1,,"Таким образом, это полезно как нефизическая математическая модель, которая, как мы утверждаем, одинакова."
7010.244,1,,"Это то же самое, потому что это будет"
7019.028,1,,"Не менее справедливо и одинаково непредсказуемо, если это было стохастично."
7027.468,1,,"Почему бы просто не назвать это саркастичным, если это то же самое?"
7029.352,1,,В чем разница между этой фальшивой версией саркастичности и фактической саркастичности?
7036.217,1,,"Что ж, разница в том, что мы знаем фактические законы физики, которые регулируют матрицу, и у них нет случайности в них."
7043.223,1,,Они полностью детерминированные.
7046.49,1,,"Это то, о чем ты думал?"
7047.632,1,,"Итак, позвольте мне спросить об этом."
7051.946,2,,Давайте проведем мысленный эксперимент.
7054.25,2,,Я собираюсь бросить.
7055.352,2,,"Я всегда был немного неясным, потому что есть квантовая физика, есть эта мультивселенная."
7058.397,2,,"Будет ли равная доля мультиверса, каждый с версией меня, которая получает все"
7066.289,2,,сторона кубика?
7068.633,1,,"Или это более хаотичная теория хаоса, и, вероятно, будет одна версия меня, но мы просто не можем предсказать, что я увижу?"
7070.456,1,,"Я думаю, что это было из -за того, что я думаю, вы, возможно, выпили это, но это было пару лет назад, по крайней мере, я думаю."
7071.898,1,,"Была литература о том, бросает ли монету"
7074.322,1,,"Ну, даже если это всего лишь один из ста, это все еще ошеломляет."
7076.365,1,,Ага.
7076.665,1,,"Так,"
7081.232,1,,Квантовые случайные или нет?
7092.784,1,,Ага.
7097.434,1,,Но с этой точки зрения это не имеет значения.
7101.201,1,,"Я думаю, что шансы на краситель"
7109.415,1,,"Разделяет ли мультивселенную на шесть примерно равных частей, когда он брошен."
7112.44,1,,И это имеет смысл для меня.
7124.156,1,,Ага.
7125.637,1,,"Хорошо, продолжай."
7130.62,1,,"Не имело бы значения, если бы не было, если бы, если бы, если некоторые из них не являются шестым от общего числа, но вы знаете, что некоторые из них являются одной пятой, а некоторые другие - один седьмой и так далее."
7134.322,1,,"До тех пор, пока никто не может извлечь эту информацию, например, взяв краситель и бросив ее тысячу раз, а затем увидев, насколько она смещена, а затем поместив ее, а затем используя это"
7137.537,2,,"Пока никто не сделал этого, игра справедливо."
7143.307,2,,И в реальной жизни даже идеализированные
7148.328,1,,"Stochastic Die не появится одинаково, не придумает шесть чисел одинаково."
7153.382,1,,"Это маловероятно астрономически, например, если вы бросаете его тысячу раз, это маловероятно."
7155.317,1,,"Итак, что это за свойство"
7159.161,2,,"Случайность, ну, я думаю, что в конечном итоге это не имеет смысла."
7164.526,2,,"Это просто слово, которое мы прикрепляем к этой математической модели, говоря, что в этой модели мы собираемся предположить, что это справедливо и все такое."
7169.292,2,,Гм
7174.895,2,,Разве здесь нет как объяснительный компонент?
7182.932,2,,"Как будто у меня есть объяснение того, почему хорошо взвешенная шестисторонняя кубик, если вы используете его в определенных обстоятельствах, вы не катитесь в песок, вы катитесь на плоской поверхности стола,"
7195.777,2,,"Разве это объяснение не входит в то, почему у меня есть, моя лучшая теория заключается в том, что я получу равную долю ролей."
7203.266,2,,"Вы не получите равную долю, и ваша лучшая теория говорит, что вы не будете."
7213.537,2,,Хорошо.
7223.567,2,,Так что это не сделает объяснение.
7231.913,2,,"Хорошо, так ..."
7235.71,2,,"Но вы грубо пойдете, это то, что вы сказали."
7247.16,2,,Но вы не можете.
7251.568,2,,"Другими словами, вы не получите этого."
7257.709,2,,Ага.
7264.534,2,,"Если я куплю компьютер и скажу,"
7268.626,2,,Он запускает Windows?
7272.011,2,,"И кто -то говорит, ну, примерно."
7284.02,2,,Этого недостаточно.
7295.706,2,,"Я хочу, чтобы он на самом деле запустил Windows."
7305.624,2,,"И когда, как я говорю в этом разговоре, я дал, если кто -то пойдет в казино и потеряет рубашку, выходит и говорит: ну, я, вероятно, выиграл."
7308.228,2,,"То есть я сделал то, что заставило меня, что вызвало бы, извините, я сделал то, что заставило меня иметь высокую вероятность победы."
7311.781,1,,Я не выиграл.
7325.609,1,,Верно.
7329.775,1,,Но я не выиграл.
7335.834,1,,Так что он не может заплатить за аренду.
7338.602,1,,Это не относится ни к чему реальному.
7341.129,1,,"Так что, гм,"
7344.952,1,,Я имею в виду здесь идею ожидаемой ценности.
7349.098,1,,Так что у меня есть объяснение.
7350.9,1,,"Вы правы, что моя лучшая теория говорит, что я не стану точно, но, конечно, это то, что говорит."
7359.992,2,,"Это является частью того, что мы называем теорией вероятности сегодня, независимо от того, согласны ли мы с тем, что именно означает этот термин или нет, является другим вопросом."
7361.694,2,,Он выдающийся космолог.
7361.975,1,,"Неожиданное значение, которое что -то значит, верно?"
7372.33,1,,"У вас даже была идея, что кто -то тайно берет кубик и бросает его, верно, а затем проверяет."
7374.293,2,,"Как правило, поскольку у нас есть объяснение того, как взвешенная кубика должна действовать, когда вы его катитесь, никто даже не чувствует необходимости проверить это."
7384.668,2,,"Но если бы они это сделали, мы позволили бы им сделать это."
7389.451,2,,"Потому что мы считаем, что у нас есть объяснение, которое позволило бы им пойти и проверить это, и они могли бы сильно проверить это."
7398.345,1,,"И если бы они сыграли достаточно ролей, мы ожидаем, что они получит результат, который соответствует"
7402.051,1,,Примерно равное распределение каждого результата.
7408.322,1,,ХОРОШО.
7412.148,1,,Так что вы не обязательно отрицаете ожидаемое значение здесь.
7418.214,1,,Это правильно или ты?
7422.438,1,,"Нет, я не."
7424.743,1,,"Есть такая вещь, как что -то ожидание."
7427.228,1,,"Хотя обратите внимание, что если они получили ровно равные числа,,"
7431.736,1,,"Вы могли бы подумать, что что -то не так, вы правы."
7433.139,1,,"Но вы бы знали, что что -то было."
7435.003,1,,"Ну, даже если это всего лишь один из ста, это все еще ошеломляет."
7436.826,1,,Верно.
7440.774,1,,"Если это было на тысячах ролей или чего -то еще, верно."
7448.786,1,,Ага.
7453.044,1,,Хорошо.
7456.407,1,,"Так,"
7461.831,1,,"Я думаю, где я пытаюсь пойти с этим, здесь, есть идея, что мы называем этой вероятностью, хорошо, или мы называем это стохастичностью."
7468.322,1,,"Но вы говорите, что это не стохастичность."
7473.807,1,,"Я должен придумать модель, чтобы попытаться объяснить, о чем я говорю, и модель может быть неправильной."
7476.129,1,,"Но давайте пойдем с шестигранными кубиками, и давайте пойдем с предположением, что есть равная доля меня по всему мультивселенной."
7482.734,1,,"Хорошо, потому что это хороший способ умереть."
7490.103,1,,"И вот, и это было организовано так, что это на самом деле квантовые события, которые определяют, какие из них я увижу, что я буду тем, кто потом станет дифференцированным."
7492.186,2,,Хорошо.
7497.068,2,,"С моей точки зрения, разве это не то, что мы подразумеваем под стохастическим событием?"
7510.374,2,,"Конечно, на уровне мультивселенной, это не так."
7512.396,2,,Ага.
7514.958,2,,Это чисто детерминистическое событие.
7519.136,2,,"Но разве это не то, что мы подразумеваем под стохастичностью для начала в большинстве случаев?"
7525.845,2,,"Ну, мы можем иметь в виду что -то невозможное."
7531.011,2,,"Итак, вы знаете, у людей может быть неправильное представление о том, как что -то может иметь неправильную идею."
7538.321,2,,Конечно.
7546.874,2,,"Какова эта идея, что если у кого -то есть неправильная идея, я думаю, это то, что я пытаюсь получить."
7551.636,2,,"Если у кого -то есть неправильная идея, что это на самом деле значит, то, что он означает, что это неправильно?"
7560.648,2,,"Это то, что вы сказали в начале, что это имело"
7568.16,2,,Это имеет гораздо больше смысла.
7575.639,2,,"То, что он имел в виду, связано с тестированием и объяснениями."
7578.823,1,,"Эта концепция вероятности вступила в повседневную жизнь от теории игр, а затем из математики, а затем от физики."
7588.608,1,,"И я думаю, что авторитет этих областей заставила людей думать, что нет ничего проблемного."
7590.669,2,,"Из -за концепции вероятности, извините, о концепции стохастической вероятности."
7593.726,2,,"Как и в девятнадцатом веке, они не думали, что было что -то проблематичное"
7598.433,2,,"Думать, что эта истина была той же, что и долю"
7600.816,1,,Ага.
7603.823,1,,И Гильберт.
7604.686,1,,"заметил, что они не одинаковы, и идея, что они те же потребности, и поэтому он, вы знаете, он поставил этот вызов, и Гедель и Тьюринг"
7607.735,1,,"доказал, что есть истины, которые недоказуются."
7612.557,2,,"Но в повседневной жизни,"
7615.281,2,,Мы часто смешиваем концепции.
7621.129,2,,"На самом деле, я думаю ..."
7626.241,2,,"Теперь я не могу вспомнить, я думаю, что один из вас, возможно, сделал это во время этого разговора."
7631.773,2,,Ага.
7632.755,1,,"Мол, откуда ты знаешь, нет, ты не сказал, как ты, как, как ты можешь доказать, что ты сказал, как ты это знаешь."
7636.182,1,,"Математики резко различают истинность математического предложения, которое, если это имеет смысл вообще, то оно является либо истинным, либо ложным."
7641.391,2,,Он выдающийся космолог.
7641.812,2,,"И это доказуемо, что мы теперь знаем, что практически ни один из истинных математических положений на самом деле не достоверно."
7652.471,1,,И это доказло.
7659.679,1,,"Итак, я просто говорю, что"
7663.546,1,,"Повседневная концепция и повседневная концепция могут просто не соответствовать реальности, но все же быть полезными для некоторых целей, вы знаете, что это не убьет вас, если вы обычно совершаете эту ошибку."
7674.001,1,,Позвольте мне вернуться к моему примеру Quantum Die здесь.
7679.471,1,,"Допустим, мы даже сделаем это, так что это реальное квантовое событие, поэтому мы следим за тем, чтобы мы разделились."
7686.082,1,,Мультивселенная в шести разных вариантах.
7695.828,1,,"Хорошо, тогда мы помечаем один, два, три, четыре, пять, шесть."
7697.089,1,,"Хорошо, с моей точки зрения,"
7701.053,1,,"Я увижу, как один из них появится, и я бы назвал это стохастическим событием."
7705.356,1,,"Теперь я понимаю, что вы говорите."
7717.629,1,,"Возможно, я использую этот термин гораздо более конкретным способом, чем первоначально задумал, который поставлялся с каким -то багажом, который мы не хотим."
7725.017,1,,Я правильно понимаю вас?
7726.038,1,,Да.
7734.148,1,,"Так что, если бы это действительно было стохастическим, это означало бы, что был только один из вас и что один из вас оказался в одном из миров, а затем остальных шести не существует."
7737.532,1,,не существует.
7738.132,1,,"Таким образом, для вас слово стохастичность, причина, по которой оно не существует, заключается в том, что это единственная вселенная, что не так, потому что есть мультивселенная."
7746.976,1,,"Да, и потому что законы детерминированные."
7751.778,2,,"Таким образом, я могу себе представить, что неэтерминированные законы и законы движения являются стохастическими."
7754.281,2,,"По крайней мере, я могу с усилием."
7767.273,2,,"Хорошо, теперь у меня возникает вопрос по вопросу, теперь, когда у меня это прямо в уме."
7776.621,2,,"Итак, у нас есть такая вещь, которую мы называем теорией вероятности."
7782.149,2,,"Хорошо, и вы только что объяснили, что на самом деле это действительно имеет смысл."
7789.945,2,,"Я собираюсь спросить вас о том, насколько он имеет смысл с точки зрения"
7798.544,1,,"Делать ставки, когда вы играете в игры с костями."
7807.494,2,,Или это может иметь значение с картами?
7814.183,2,,"Есть тот факт, что вы перетасовываете его, но карты, как только они перетасовывают,"
7822.134,2,,Они в определенном конкретном порядке.
7831.721,2,,"Они больше не похожи на смерть, верно?"
7835.826,2,,Ага.
7845.257,2,,"Я думаю, что это было из -за того, что я думаю, вы, возможно, выпили это, но это было пару лет назад, по крайней мере, я думаю."
7846.078,2,,"И допустим, что я собираюсь, вы знаете, я"
7853.526,2,,"Попытка написать программу, которая победила всех профессионалов Texan Hold'em, верно?"
7857.672,2,,"Тот, кто напишет эту программу искусственного интеллекта, которая может победить их."
7865.46,1,,"И, конечно же, они собираются использовать теорию вероятностей, чтобы решить это."
7872.909,1,,"Они собираются использовать теорию вероятностей, ожидаемые значения и так далее."
7875.661,1,,"Теперь, с точки зрения, что вы объясняете, именно это"
7877.324,1,,"Теория вероятности идеально подходит именно то, что имело бы смысл?"
7881.689,1,,"Я думаю, что это было из -за того, что я думаю, вы, возможно, выпили это, но это было пару лет назад, по крайней мере, я думаю."
7882.811,1,,Нет лучшей теории?
7890.581,2,,"Или это просто приблизительная теория, и есть предстоящая лучшая теория, скажем,"
7892.622,2,,"Гипотетическая теория конструктора о вероятности или что -то в этом роде, которая заменит теорию вероятности, потому что она неверна."
7899.065,1,,Или это на самом деле правильная теория?
7905.703,1,,"Это просто неправильно названо, потому что мы поместили на это слово."
7915.481,1,,"Таким образом, кстати, существует конструктивная теория вероятности, создаваемая Чиарой Молетто, но это не влияет на то, что делать, когда вы играете"
7928.287,1,,Игра в покер или парни.
7938.539,1,,Хорошо.
7947.515,1,,В реальной жизни все будет
7950.119,1,,Не отлично моделируйте стохастические процессы.
7956.377,1,,Так что в реальной жизни это не будет одной шестой вероятностью в реальной жизни.
7961.867,1,,"Это будет зависеть от того, на каком месте вы сидите, поэтому оно будет способствовать одному человеку, а не другому человеку."
7967.337,1,,Но с точки зрения
7972.632,1,,Ага.
7973.775,1,,"Какую математику мы используем, чтобы выбрать, как поспорить?"
7975.72,1,,"Что не зависит ни от одной из этих вещей, теория вероятности, это будет правильная теория."
7976.522,1,,"Степень, в которой имеет смысл говорить о ожидании определенного результата, когда."
7984.028,1,,"и сказать, что это было правильное ожидание, даже если оно не рождено в реальной жизни."
7990.276,1,,Что это значит
7991.097,1,,"Ну, в основном, я написал статью об этом под названием «Логика экспериментального тестирования»."
7993.26,1,,Я читал бумагу несколько раз.
7994.903,1,,"Да, отлично, отлично."
8005.748,1,,"Хорошо, ну, в этом случае, может быть, я ошибаюсь, что ответ там."
8007.171,1,,"Но ответ следует от того, что там."
8012.5,2,,Хорошо.
8015.726,2,,Как сказать это?
8018.214,2,,Разве это не должно быть названо теорией вероятности?
8026.728,2,,"Как и теория на самом деле действительна при правильных обстоятельствах - это то, что вы говорите."
8033.519,2,,Разве это не должно быть названо теорией вероятности тогда?
8042.15,2,,"Есть математическая теория вероятности, которая не идентифицирует"
8043.493,2,,вероятности с результатами или стохастическими процессами или любым видом физики.
8053.812,2,,"Это просто теория о определенных числах, прикрепленных к определенным абстрактным объектам."
8068.827,2,,Хорошо.
8078.135,2,,Математики называют это теорией вероятности.
8081.939,2,,"Я думаю, что это было из -за того, что я думаю, вы, возможно, выпили это, но это было пару лет назад, по крайней мере, я думаю."
8083.141,2,,"Я вижу, потому что это математическая теория, она не имеет ничего общего с основной физикой - это то, что вы говорите."
8092.316,2,,Да.
8098.322,2,,"И они сердится на вас, если вы скажете, что вероятность чего -то физического."
8102.848,2,,"Таким образом, вы должны сказать, что это можно применить примерно к некоторым физическим вещам."
8110.161,2,,"Хорошо, теперь у меня есть последний вопрос об этом."
8121.86,2,,"Очевидно, что многое из того, о чем я спрашивал, может быть, является то, что теория склонности Поппера о вероятности, верно?"
8131.445,2,,"Позвольте мне попытаться объяснить, что я имею в виду здесь, если в аудитории есть люди, которые не знают, о чем я говорю."
8138.237,1,,"Таким образом, были различные философские теории о том, как понять теорию вероятностей."
8142.785,1,,"И Поппер придумал тот, кто называется теорией вероятности склонности, и я не уверен, что я эксперт в этом, поэтому я могу объяснить это несколько неправильно, но он бы объяснил кубики"
8150.313,1,,"игра, о которой мы говорим."
8155.839,1,,Теперь у него не было бы этой идеи мультивселенной или нет.
8157.541,2,,"Я даже не уверен, что он бы посчитал это в своей теории склонности."
8170.612,2,,"Но он бы понял это с точки зрения этого, когда вы бросаете эту кость, что существуют законы физики, которые будут иметь склонность, учитывая правильные обстоятельства,"
8181.98,2,,"По его словам, он конкретно говорит о кативе по столу, поэтому я использую это в качестве примера против катания в песке."
8187.524,2,,Вы можете прокомментировать это?
8193.749,2,,"Мне кажется, что основная идея кажется мне действительно правильной, что есть определенная склонность, о которой мы говорим."
8197.694,2,,"Вы правы, что это может быть на самом деле не один из шести."
8204.902,2,,верно?
8208.131,2,,"И Pupper не будет утверждать, что мы знаем наверняка, это было какое -то шесть, но он будет утверждать, что у этого удара есть какая -то склонность к появлению определенным образом."
8217.21,2,,"Хорошо, вы можете прокомментировать прежде всего об этом и в какой степени вы согласны или не согласны с"
8224.083,2,,Теория вероятности склонности.
8228.871,2,,"Я думаю, что теория вероятности склонности является философская теория, которая была бы подходящей для описания стохастических процессов, если они существуют."
8231.452,1,,Насколько нам известно
8243.755,1,,"Физические объекты, что у них есть различные склонности, чтобы делать разные вещи."
8249.943,1,,"Ну, даже если это всего лишь один из ста, это все еще ошеломляет."
8250.483,1,,"Скидки имеют отношение к физике только в определенных специализированных ситуациях, таких как азартные игры."
8260.39,1,,В других ситуациях в квантовой теории аксиомы теории вероятности даже не подчиняются.
8264.356,1,,"Вы знаете, относительная вероятность данного B, вы знаете, такого рода вещи, просто не держатся."
8268.521,1,,"Можете ли вы привести нам пример этого, или это что -то, что будет слишком сложным, но пример этого непрофессионала?"
8273.393,1,,"Если у вас есть интерферометр, где есть частица, которая может пойти одним из двух способов,"
8288.411,1,,"А потом каждый из них проходит через другой процесс, который сам по себе проходит через один из двух способов."
8294.569,1,,"Идеально пятьдесят пятьдесят, они оба."
8298.215,1,,"Затем, согласно теории вероятности, есть четыре возможных результата, и они имеют, все они имеют одинаковую вероятность, а именно одну четверть."
8300.538,1,,Верно.
8302.582,1,,Результаты имеют нулевое ноль ноль один один ноль и один.
8305.606,1,,В интерферометре это просто неправда.
8313.497,1,,"Возможно, только два из них, например, могут случиться так, что только два из этих результатов когда -либо происходили."
8318.173,1,,"Несмотря на то, что вероятность того, что вероятность первого составляет пятьдесят пятидесяти, вероятность второго также пятьдесят пятидесяти, и так далее."
8319.575,1,,Это из -за
8324.369,1,,помехи интерференционными интерференциями?
8333.835,1,,"Да, потому что результаты мешают друг другу."
8336.656,1,,Верно.
8339.458,1,,"Что это имеет смысл для меня, что вы правы, это не похоже на то, что Киара действительно использует это в качестве примера в ее книге, на самом деле."
8341.339,2,,Так что это как звонить в колокол.
8345.359,2,,"Но большинство физических процессов, подавляющее большинство физических процессов такими."
8359.116,2,,Они не похожи на карты или бросают кубик.
8362.283,2,,"Я не собирался спрашивать об этом, но я собираюсь пойти дальше и спросить об этом, и мы сделаем этот последний вопрос."
8371.761,2,,"Я думаю, что я понимаю, куда вы идете, что вы понимаете слово стохастичность как конкретно связанную с тем, есть ли одна вселенная вместо мультивселенной."
8379.514,2,,"Давайте теперь поговорим об использовании или, возможно, возможно, злоупотребляют теорией вероятности при применении к чему -то, что не имеет ничего общего с азартными играми."
8382.176,2,,"Итак, я собираюсь использовать теорию вероятности, скажем, выпустим"
8387.16,2,,"рука робота, как они используют вероятностных роботов."
8391.852,2,,"Есть учебник, называемый вероятностными роботами, где они используют его, чтобы попытаться выяснить, где может робот."
8404.192,2,,"Выясните, где находится его рука, и поэтому она знает, как ее переместить или где она находится в комнате или что -то в этом роде."
8414.101,2,,"Я думаю, что это было из -за того, что я думаю, вы, возможно, выпили это, но это было пару лет назад, по крайней мере, я думаю."
8417.275,2,,"Или, может быть"
8423.143,2,,"Вероятность, учитывая определенные факторы, у меня будет рак или что -то в этом роде."
8428.71,2,,Хорошо.
8432.349,2,,"Я определенно думаю, что это"
8444.605,1,,Нигде рядом с такими аккуратными.
8450.282,1,,"И именно поэтому я пытался придерживаться примеров, которые были специально азартными примерами."
8463.377,1,,"И все же, вы не можете сказать, что эти примеры не работают, особенно вероятностных роботов."
8474.983,1,,Это на самом деле работает.
8478.368,1,,Вы используете теорию вероятностей.
8484.259,1,,Вы это знаете
8484.92,1,,"Вы относитесь к тому факту, что датчики роботов не совсем верны как вероятностный шум, и это на самом деле будет самокорректировать с течением времени посредством восприятия."
8486.002,1,,Как мы это называем?
8489.048,1,,"Если это не стохастичность, это все еще подходящее использование теории вероятностей?"
8493.332,1,,"Это уместно, если это работает несколько?"
8500.037,2,,"Итак, теория ошибок."
8506.041,2,,был также одним из самых ранних применений исчисления вероятности к теории ошибок.
8514.969,2,,"И существует теория ошибок, которая использует математическую теорию вероятности."
8521.966,2,,"И снова, как и в случае с азартными играми, должен быть спор о том, почему"
8530.251,2,,Объяснение.
8540.609,2,,"Да, объяснение того, почему мы ожидаем эту модель стохастических процессов, что не"
